,won
73250,0
23690,0
74627,0
68161,0
8783,0
49906,0
34554,1
7401,0
1593,0
58192,0
30644,0
61752,0
61881,0
27347,0
16538,0
67863,0
72832,0
2582,0
36333,0
22335,0
11315,0
58549,0
56735,0
500,0
59582,0
53577,0
39511,0
38488,1
14330,0
36735,0
67817,1
21375,0
68528,0
68381,0
46636,0
22078,1
2593,1
19040,0
61953,0
76432,0
42240,1
33477,0
36505,0
75896,0
73076,0
8768,0
23333,0
30393,0
14344,0
2000,0
10622,0
7958,0
29999,0
25962,0
41749,0
29023,0
70148,0
51625,0
33739,0
41760,1
17292,1
2176,0
32333,0
11068,0
68651,0
57317,0
8770,0
53305,0
60308,1
42388,0
11285,0
69706,0
41907,0
74879,0
25210,0
21016,0
41045,1
25451,1
63747,1
9675,0
23784,0
57584,0
63457,0
2262,0
20775,0
24689,0
69868,0
70316,0
75248,0
34100,0
8540,0
63587,0
17126,0
3156,1
6615,1
54533,0
1855,0
73746,0
20112,0
11870,0
74911,0
53428,0
73577,0
76613,1
24498,0
42979,0
7817,0
13524,0
65500,0
16878,0
7891,0
21125,0
62894,0
58436,0
41496,0
72356,0
30432,0
11759,0
12469,0
20474,0
18207,0
811,0
25956,0
26854,0
58692,0
30503,0
11159,0
28022,0
290,0
11895,0
72523,0
69572,0
20491,0
31892,0
45035,0
3959,0
41920,0
4936,0
5696,0
4750,0
21244,0
22716,0
15503,0
52233,1
11758,1
71079,0
52798,0
33089,0
71621,0
3769,0
27746,0
47589,0
15693,0
76697,0
9071,0
191,0
5998,0
57912,0
14323,1
45290,0
47815,0
4490,0
57749,0
59022,0
11208,0
50820,0
14434,1
13357,0
69110,1
12834,0
2726,0
32234,0
68833,0
50956,0
1559,1
15771,0
1794,0
39895,0
10021,0
31966,0
18718,0
36268,0
5494,0
34329,0
1,0
26692,0
6639,0
68736,0
59121,0
73676,0
23909,0
62736,0
50977,0
34574,0
2069,0
20078,0
70431,0
62684,0
75962,0
14690,0
29611,0
32239,0
7305,0
52062,0
7514,0
64382,0
71830,0
2073,0
3049,0
21870,0
47340,0
28743,1
73893,0
67466,1
1530,0
22977,0
12242,0
48667,0
74156,0
2207,0
30253,0
7999,0
24540,0
41341,0
852,0
57091,0
39880,0
20593,0
71412,0
51947,0
27486,0
4318,0
25746,0
30543,0
39276,0
19633,0
54974,0
29150,0
45574,0
64,0
74664,0
28981,0
5824,0
35742,0
2811,0
62068,0
7722,0
16191,0
14223,0
55767,0
74860,0
43979,0
75476,0
1558,0
43120,0
29394,0
14703,0
76237,0
64850,0
15444,0
506,0
54122,0
74114,0
3110,0
72645,0
54739,0
30055,0
58889,0
65048,0
65306,0
395,0
59128,0
20594,0
47083,0
68897,0
53106,0
68297,0
665,0
50463,0
60693,0
3794,0
24024,0
19167,0
65647,0
68841,1
17994,0
64458,0
73798,0
65272,0
40879,0
71378,0
74577,1
16489,0
35440,0
4753,0
64953,0
69611,0
28564,0
70118,1
11433,0
5014,0
56852,0
21299,0
60162,0
1831,0
45922,0
6470,0
64211,0
44445,0
46273,0
64723,0
9823,0
7098,0
12517,0
26460,0
50263,0
64380,0
25631,0
26527,0
2896,0
30865,0
57099,0
22645,0
23919,1
14812,0
29916,0
11030,0
12815,0
11403,0
2596,0
40878,0
75382,0
21735,0
54969,0
42360,0
69600,1
49707,0
48552,0
70320,0
1401,0
52867,0
57630,0
36351,0
58345,1
31789,1
56309,0
24156,0
45656,0
23987,1
43426,0
30804,0
16413,0
41135,0
24055,0
20920,0
10713,0
21245,0
72288,0
27125,0
2760,0
51598,0
564,0
24880,0
57926,0
37107,0
64625,0
69314,0
21055,0
45105,0
62038,0
50834,0
74882,0
39340,0
56474,0
19510,0
11705,0
28483,0
42709,0
62332,0
29030,0
72789,0
7040,0
22581,0
5086,0
2470,1
65752,0
11430,0
45884,1
64673,0
34624,0
39213,0
46875,0
18118,0
67258,0
39042,0
14913,0
37540,0
56980,0
11930,0
47453,0
6242,0
37185,0
7519,0
37842,0
22457,0
4429,0
66636,0
37995,0
1375,0
33166,0
27234,0
2065,0
35097,0
70017,0
65435,0
44088,0
20267,0
54964,0
36931,0
50698,1
39946,1
67912,0
17456,0
16546,0
11136,0
27101,0
7674,0
56126,0
71033,0
30434,0
46434,0
56136,0
7203,0
38987,0
39651,0
39534,1
69145,0
34923,0
51902,0
23146,1
76262,0
26401,0
71443,0
15056,0
64637,0
35074,0
45471,0
14564,0
715,0
52552,0
35233,0
12927,0
321,1
76508,0
49910,0
35443,1
61200,0
64463,0
306,0
37349,0
32431,0
38196,0
27673,0
22276,0
325,0
35877,1
31397,0
20140,0
25871,0
44368,0
1208,0
15972,0
44404,0
71344,0
62955,0
59242,0
44813,0
12962,0
70935,0
22937,0
21594,0
25595,0
75427,0
57239,0
33608,0
58262,0
20496,0
30332,0
46678,1
33665,0
50969,0
1175,0
53196,0
66098,0
29117,0
2538,0
70525,0
2415,0
66140,0
6096,0
1189,0
30293,0
36586,0
5294,0
513,0
72580,0
2178,1
34701,0
52088,0
55107,0
59583,0
37126,0
72093,0
20432,0
48844,0
48967,0
39757,0
17455,0
36247,0
39271,0
5171,0
11586,0
72448,0
39653,0
20353,0
51853,0
10998,0
23699,0
15840,0
66462,0
32772,0
13368,0
36926,1
62649,0
5311,0
21868,1
58063,0
63071,0
29124,0
74054,1
24768,0
7322,0
40590,0
20095,0
33058,0
69822,0
39241,0
45755,0
12571,0
64001,0
57322,0
36288,0
71348,0
63722,0
52939,0
75589,0
32185,0
15862,0
14438,0
23137,0
65032,0
29400,0
35327,1
7993,0
63723,0
65397,0
69616,0
67685,0
62429,0
71775,0
61919,0
9344,0
40508,0
40357,0
57162,0
71073,0
14402,1
14990,0
29727,0
66364,1
54173,0
60461,0
62046,1
38769,0
24852,0
23425,0
7009,0
62731,0
52092,0
36327,0
62485,0
36736,0
13964,0
56492,0
23464,0
71892,0
27569,0
47627,1
14045,0
13090,0
560,0
59273,0
3116,0
68290,0
3310,0
56349,0
16979,0
67539,0
28671,0
3060,0
35227,0
75750,0
17739,0
33611,0
299,0
59801,0
16699,0
38600,0
35983,0
4816,0
25129,1
53975,0
69316,0
72919,0
35095,0
26333,0
59387,0
50496,1
40901,0
60593,0
47331,0
62535,0
20964,0
49786,1
63860,0
18925,1
26190,0
74612,0
44406,0
5898,0
25266,0
10041,1
30433,0
75686,0
56524,0
49672,0
64702,0
17730,0
75198,1
73844,0
17070,0
25884,0
46912,0
39294,0
56858,0
75851,0
5858,0
28386,0
38993,0
30160,0
21496,0
47069,0
60416,0
47058,0
61925,0
75746,0
44138,0
679,0
5189,0
22168,0
42399,0
58922,0
73315,0
39050,0
15655,0
31838,0
20390,0
53491,0
65827,0
57172,0
30945,0
1744,0
36597,0
26066,0
53050,0
2718,0
63918,1
54988,0
71077,0
64401,0
74767,0
36060,0
1512,0
22860,0
60899,0
71329,0
22141,0
17703,0
43113,0
2384,0
13342,0
11801,0
75109,0
63926,0
66279,0
43468,0
35751,0
40832,0
29114,0
65465,0
44126,0
30700,0
13600,0
57512,0
70529,0
49520,0
32170,1
29467,0
35705,0
33060,0
14492,1
31558,0
60918,0
59249,0
74884,0
6248,0
76308,0
26120,0
24436,0
34529,0
41427,0
505,0
30970,0
70824,0
54362,0
34298,0
67488,0
65709,0
76452,0
6977,0
30974,0
54269,0
63133,0
8946,0
68802,0
56904,0
57235,0
4522,0
25458,0
55481,0
75389,0
45155,0
20925,0
55751,0
27435,0
8557,0
62235,0
41775,0
41543,1
23709,1
37545,0
50268,0
32418,0
62005,0
55670,0
44452,0
57841,0
60923,0
49170,0
56108,0
38189,0
64469,0
58718,0
69907,0
40959,0
27896,0
49344,0
59474,0
18175,0
22595,0
57568,0
64068,0
46704,0
73928,0
1509,0
22598,0
11957,0
53765,0
16114,0
42887,0
38862,0
10806,0
26256,0
60310,0
46342,0
57944,0
59437,0
40960,0
62536,0
29087,0
23876,0
52931,0
60735,0
49524,1
74591,1
17116,0
34495,0
1574,0
47025,0
45875,0
48923,0
16266,0
66332,0
27170,0
20383,0
69549,0
53571,0
450,0
54525,0
73113,0
50266,0
9435,0
20038,0
2457,0
1782,1
14319,0
40638,0
49341,0
64626,0
49864,0
18586,0
48887,0
49876,0
5874,0
61800,0
62278,0
25027,0
35046,0
73015,0
46970,0
10836,0
62382,0
75394,0
74350,0
22165,0
43098,0
60573,0
46046,0
74574,0
64462,0
67473,0
6606,0
6481,1
63719,0
73271,0
6521,0
55192,0
5303,0
910,0
794,1
18923,0
74984,0
48800,0
30387,1
49387,0
37901,0
60844,0
36925,0
44576,0
47507,0
1696,0
41521,0
14266,0
11376,0
22761,0
68854,0
1552,0
25482,0
25452,0
504,0
74910,0
49164,1
35698,0
64175,0
18780,0
10965,0
34251,1
53340,0
58975,0
6797,0
8379,0
44777,0
18109,0
71906,0
61138,0
28121,0
29156,0
10614,0
16300,0
43690,0
35916,0
38209,0
46322,0
53167,0
73711,1
29917,0
11009,0
74862,0
56061,0
40032,0
33695,0
61745,0
14222,0
49321,0
52454,0
74566,0
63857,0
803,1
67216,0
52289,0
34201,1
38212,0
58990,0
70868,0
6675,0
74381,0
20889,0
3061,0
5128,0
57443,0
64807,0
67838,0
75475,0
61187,0
4791,0
52502,1
13050,0
63192,0
42903,0
40792,0
12819,0
61004,0
5942,0
58774,0
35415,0
74783,0
31287,0
31129,0
13881,0
4424,0
8684,1
22759,1
57160,0
19791,1
67988,1
59548,0
54138,0
34995,0
8447,0
31713,0
51504,0
40320,0
29085,0
1493,0
64365,0
74662,0
32388,0
60567,0
3846,0
1497,0
51026,0
1315,0
28359,1
69103,0
46761,0
51808,0
49340,0
76062,0
31596,0
16271,0
11687,0
5169,0
20727,0
138,0
10270,0
33486,0
53625,0
62297,0
14648,0
45210,0
56829,0
37551,0
15576,0
43100,0
3125,0
7459,0
24981,0
54540,0
24160,0
74979,0
71948,0
71270,0
42864,0
21943,0
24122,0
76193,1
49748,0
49839,0
11559,0
28670,0
3075,0
30129,1
45840,0
47459,1
45310,0
1136,0
31988,0
63996,0
39559,0
37569,0
19750,0
69711,0
5699,0
11603,0
8541,0
13035,0
54152,0
75303,0
4505,0
14432,0
61861,0
10824,0
55175,0
3416,0
14951,0
38905,0
24507,0
32546,0
47764,0
11960,1
35913,0
285,1
71433,0
67259,0
19030,0
23120,0
5825,0
30706,0
56870,0
30963,0
61161,0
71693,0
25973,0
40411,0
69169,0
59379,0
5593,0
60013,0
16142,1
16802,0
4368,0
30938,0
26390,0
68222,0
48748,0
60568,0
74834,0
19095,0
7721,0
21767,0
62342,0
5561,0
42087,0
19592,0
14049,0
48422,0
53254,0
66549,1
59689,0
29236,0
31650,1
65845,0
58638,1
76384,0
24759,0
24638,0
62654,0
6189,0
26303,0
68080,0
19820,0
53423,0
54458,0
71786,1
37723,0
14702,0
37175,0
72458,0
31301,0
34671,0
53886,0
50413,0
61462,0
42908,0
7995,0
48437,0
1256,1
28051,0
7376,0
74854,0
4857,0
11849,0
14217,0
17502,0
37246,0
69913,0
67654,0
432,0
71046,0
66184,0
48586,0
7039,0
26392,0
1191,0
29403,0
53188,0
28637,0
60695,1
66564,0
38717,0
996,0
5819,0
53397,0
17150,0
2878,0
6918,0
6805,1
495,0
55718,0
49751,0
9488,0
42952,0
65359,1
6467,0
45819,0
7902,0
8402,0
43820,1
23236,0
46105,0
76204,0
22529,0
28721,0
8655,0
54733,0
48920,1
70260,0
9725,0
64616,0
13567,0
14740,0
57892,1
41558,0
58723,0
21314,1
39528,0
38194,0
1174,0
22799,0
68781,0
32894,0
75846,0
63563,0
6933,0
42901,0
45255,0
25529,0
57876,0
65601,1
55127,0
1555,1
48351,0
44956,1
44978,0
67923,0
41270,0
53896,0
20139,0
20392,1
23349,0
30185,1
20992,0
54117,0
34359,0
66191,0
11017,0
27786,0
41054,1
58989,0
18237,0
27528,0
54662,0
54972,0
23343,0
66078,1
67845,0
30820,0
1994,0
57520,0
19033,0
35336,0
68275,0
11838,0
34556,0
62741,0
60040,0
31383,0
54235,0
53048,0
21170,0
49225,0
4385,0
51585,0
17736,0
53885,0
37137,0
58969,0
37601,0
15965,0
38716,0
20472,0
65885,0
42491,0
57176,0
12750,0
67567,0
54980,0
38852,0
45878,0
34149,0
27617,0
59842,0
73017,0
74784,0
1283,0
11096,0
8804,0
58784,0
10160,0
59293,0
56473,0
9697,0
19173,0
5058,1
24092,0
59109,1
48956,0
57884,0
47834,0
38260,0
24731,0
43038,0
6037,0
40884,0
59565,0
38009,0
22663,0
38086,0
56298,0
58409,0
12509,0
90,0
8546,0
32328,0
32270,0
44780,0
75363,0
39346,0
72275,0
42959,0
12457,0
45479,0
43743,0
18872,0
71645,0
59722,0
62361,0
63367,0
7712,0
7705,0
5109,0
11435,0
63974,0
61241,0
44137,0
15811,0
51917,0
45274,0
10191,0
35677,1
7399,0
65319,0
34403,0
63993,0
686,0
21123,0
28901,0
36580,0
31915,0
62809,0
71355,0
9049,1
6889,0
66284,0
66148,0
28478,0
39508,0
36616,0
50780,0
21612,0
12986,0
9132,0
58302,0
25756,0
19758,0
73199,0
23636,0
67545,0
4571,0
22562,0
6267,0
666,0
64431,0
42670,0
63748,0
22748,0
61262,0
25629,0
65374,0
29558,0
8452,0
273,0
26397,0
13417,0
67722,0
29993,1
46915,0
73714,0
45672,0
7204,0
54332,0
42701,0
31880,0
22173,1
38491,0
15140,0
5991,0
37334,1
44598,0
53742,0
53200,0
61965,0
8765,0
42051,1
70189,0
18654,0
53270,0
44866,0
62961,0
10708,0
53215,0
21498,0
8852,0
30846,0
43764,0
53950,0
69731,0
30813,0
55428,0
1962,0
9046,0
39572,0
49547,0
39741,0
19978,0
8305,0
11107,0
63203,0
16112,0
37218,0
29198,0
194,1
42881,0
11598,0
52573,0
15942,0
41285,0
18075,0
16200,0
72281,0
59878,0
54116,0
72503,0
27611,0
6559,0
8543,0
20388,0
13350,0
58758,0
76631,0
61542,0
16253,1
31237,0
40270,1
31054,0
32519,0
18342,0
23116,0
48328,0
47397,0
29077,0
38766,0
39912,0
65969,0
2116,0
1761,0
64670,0
68625,0
20959,0
13703,0
14842,0
25102,0
53920,0
12628,0
29981,0
70186,0
41489,0
19597,0
30692,0
13854,1
23026,0
32704,0
17590,0
52388,0
5992,0
28675,0
19287,0
68177,0
60788,0
34205,0
27526,0
54792,0
4460,0
4859,0
69154,0
56890,0
15488,0
13520,0
42978,0
60154,0
27434,0
69115,0
3422,0
43308,0
24856,0
49272,0
42507,0
9190,0
33210,0
68890,0
34297,0
37830,0
69838,0
55375,1
16871,0
55583,0
54985,0
24961,0
23809,0
6548,0
72461,0
41205,0
22424,1
50854,0
31059,0
39234,0
23199,0
8950,0
27772,0
63742,0
12961,0
72112,1
70482,0
48958,0
73269,0
53261,0
54118,0
11678,0
75898,0
41137,0
61163,0
74676,0
56205,0
74133,0
49406,0
76677,0
18117,0
38991,0
16540,0
48551,1
1984,0
62515,0
70724,0
61261,0
64475,0
29825,0
49323,0
30216,0
35009,0
24414,1
66336,0
8134,0
24785,0
17030,0
62380,1
47576,0
4018,0
11078,0
15495,0
29544,0
22086,0
48543,1
54237,0
43027,0
39299,0
2211,0
28802,0
55973,0
10505,1
57557,0
3464,0
74567,0
42888,0
1942,0
66316,0
20550,0
37642,0
50928,0
68729,0
60685,0
59302,0
60965,0
60160,0
69632,1
29373,0
323,0
6170,0
32810,0
1532,0
22679,0
69836,0
57689,0
56721,0
25590,0
18171,1
4876,1
35114,0
2906,0
50858,0
3240,0
75037,0
19046,0
27677,0
72447,0
2590,0
21704,0
24983,0
15060,0
13967,0
64902,0
53257,0
19106,0
38773,1
7675,0
71070,0
29729,0
41280,0
33859,0
57724,0
49857,0
19427,0
63198,0
66338,0
7979,0
20220,0
32962,0
61392,0
69043,0
34840,0
8974,0
9506,0
69428,0
20092,0
15838,0
26643,0
4419,0
61612,0
56260,0
17898,0
56910,0
17995,0
56277,0
24711,0
71050,0
20335,0
32776,1
55442,1
36546,0
73672,0
52429,0
51033,0
8218,0
72452,0
53909,0
76536,0
16977,1
55027,1
12643,0
5608,0
37145,0
42904,0
44426,0
60958,0
13,0
12915,0
37311,0
31160,0
458,0
28125,0
56813,1
28514,0
46458,0
51524,0
21855,0
57475,0
20437,0
59833,0
33429,0
44444,0
27442,0
69229,0
48426,1
75084,0
10563,0
21232,1
45443,0
50830,0
31986,0
6478,0
70488,0
56541,0
23815,0
72257,0
5491,0
20924,0
8713,0
24607,0
33574,0
6986,0
44443,1
29203,0
12013,0
35903,0
32130,0
30477,0
19681,0
8506,0
17148,0
17461,0
8252,0
55810,0
38916,0
16639,0
18417,1
54477,0
76588,1
66052,0
26133,0
61186,0
24093,0
19532,0
36260,0
2891,0
50849,1
16949,0
45243,1
52188,0
74431,0
70820,1
58251,0
42724,0
48349,0
411,1
21009,0
45222,0
19748,0
41720,0
3227,1
27905,0
57744,0
46234,0
2277,1
4339,1
60934,1
45715,0
5935,0
46871,1
62770,0
44079,1
39124,0
65573,0
22432,0
25457,0
13882,0
23109,0
34039,0
52346,0
41900,0
56122,1
47112,0
62092,0
19540,0
21236,0
56068,1
20282,0
2444,0
63906,0
24751,0
2795,0
11927,0
18834,0
6349,0
14588,0
5147,0
60895,0
40473,0
17996,0
63568,1
72176,0
42584,0
49647,0
50485,0
13277,0
71038,0
5158,0
13509,0
63062,0
58362,0
43941,0
10874,0
34527,0
35526,0
22221,0
36353,0
56544,0
25025,0
48298,0
13091,0
23724,0
8457,0
14203,0
15929,0
71840,0
986,0
15256,0
54791,0
24110,0
73557,0
7410,0
59725,0
35572,0
25454,0
21014,0
62120,0
42432,0
22970,0
12941,1
74468,0
42192,0
54268,0
27956,0
24505,1
47351,0
20162,1
38412,0
35497,0
291,0
4432,0
20471,0
32523,1
41554,0
21208,0
11111,0
54226,0
40279,0
19762,0
8711,1
50415,0
61796,0
20629,0
63406,0
34998,1
42898,0
60591,0
5330,0
62199,0
47455,0
38986,0
46181,0
36272,0
63508,0
71626,0
61118,1
19412,0
46367,0
25712,0
71078,0
59428,0
461,1
65301,0
58761,0
73900,0
54121,0
2448,0
18915,0
7326,0
35087,0
40482,0
36879,0
52318,0
26059,0
13424,0
69631,0
67653,0
50730,0
46688,0
42171,0
36181,0
27744,0
47121,0
41647,0
64065,0
2497,1
70680,0
51546,0
48740,0
38063,0
44068,0
50320,1
37559,0
42001,1
29622,0
21079,0
35756,0
54227,1
41627,0
39172,0
10272,0
54446,0
57192,0
10018,0
36906,0
3619,0
16189,0
8293,0
15803,0
25400,0
12851,0
15454,0
61124,0
8396,0
45719,0
15252,0
29481,0
11850,0
41016,0
51151,0
66102,0
60537,0
24753,0
15260,0
33033,0
7640,0
35627,0
45944,0
65801,0
24918,0
11769,0
11425,0
51578,0
50021,0
47572,0
13045,0
67916,0
76016,0
49397,0
47837,0
33494,0
65937,0
73571,0
58933,0
35535,0
53620,1
5897,0
49113,0
63686,0
37337,0
52489,0
45798,0
50356,0
48430,0
15562,0
60744,1
50067,0
43783,0
11270,0
74034,0
52871,0
70328,0
38183,0
16135,0
70592,0
50270,0
38994,0
46184,0
22895,0
40367,0
6019,0
27343,0
7015,0
28561,0
5706,0
15205,0
39996,0
24375,0
46511,0
12912,0
30010,0
32163,0
45963,1
73183,0
44574,0
7176,0
54538,0
73119,0
4201,0
52747,0
58270,0
683,0
51146,0
30316,0
11274,0
1135,0
27043,0
57084,0
47880,0
15006,0
24053,1
12301,0
29126,0
43843,0
66168,0
72508,0
43696,0
33971,0
11953,0
31866,0
67302,0
70138,0
68907,0
15236,0
38854,0
68770,1
34239,0
3074,0
50407,0
22852,1
330,0
63499,1
70731,0
34967,0
7447,0
53763,0
34146,0
3864,0
55834,0
39183,0
9196,0
51750,0
18602,0
47972,0
34578,0
43052,0
21547,0
706,0
67564,0
43824,0
23383,0
53733,0
23778,1
75599,0
19049,0
2662,0
24842,0
15767,0
48156,0
15091,0
10495,0
33054,0
791,0
49641,0
23995,0
41812,0
31396,0
21128,0
30957,1
4654,0
50404,0
53711,0
34418,1
75420,0
45648,0
12182,0
13916,0
17999,0
48124,0
59176,0
26696,0
66164,0
64439,0
12824,0
74945,1
3239,0
75014,1
33690,0
29779,0
8279,0
42021,0
59165,0
7281,0
55371,0
26994,1
9910,0
40324,0
18460,0
30561,0
75604,0
14331,0
1830,0
14643,0
68446,0
43073,0
71471,1
65809,0
58715,0
26293,0
9458,0
23277,0
44839,0
44421,0
1034,0
15868,0
33265,0
53677,0
43790,0
69745,0
6244,0
6527,1
33004,0
64264,0
17559,0
63782,0
7441,0
33268,0
31489,0
58337,0
59119,0
53058,0
27303,0
18283,0
45088,0
23398,0
31327,1
50335,0
1527,0
76572,1
12317,1
21616,0
41276,0
3610,0
2182,0
16497,0
24241,0
10249,0
75480,0
5448,1
63010,0
30902,0
29490,0
34881,0
50171,1
57364,0
63373,0
67751,0
74183,0
7064,0
27480,0
56204,0
42494,0
43444,0
58017,0
36058,0
1588,0
72177,0
76295,0
20584,1
57103,0
25449,0
21474,1
52594,0
71108,0
50740,0
52459,0
25487,0
22015,0
72409,0
6847,0
50262,1
63469,0
57933,0
40891,0
62274,1
47330,0
74159,1
14466,0
70274,0
45664,0
5822,0
21312,0
14747,0
48121,0
75591,0
60267,0
44192,0
28383,0
46862,0
4871,0
46506,1
7736,0
8100,0
21845,1
48882,1
45507,1
7723,0
12281,0
20531,0
17335,0
41867,0
15557,0
30841,0
48505,0
34987,0
5995,0
692,0
64630,0
29584,0
61650,1
37304,0
48327,0
11688,1
3773,0
47530,0
25399,0
13971,0
26607,0
59111,0
46872,0
56224,0
41851,1
20411,0
20915,0
71477,0
7627,0
4932,0
19522,0
35613,0
38857,0
14670,0
33715,1
44519,0
45467,0
16249,0
2747,0
38126,1
33991,1
14728,0
40708,0
31528,0
12891,0
52324,0
50792,0
9338,0
8522,0
67862,0
20170,0
510,0
25348,1
46523,0
45821,0
15825,0
57086,0
8303,0
22565,0
71249,0
9055,0
47773,0
15251,0
15215,0
53897,0
334,0
25155,0
74628,0
51691,0
38735,0
55034,0
14337,0
44031,0
60881,0
35174,0
30221,1
49121,0
58333,0
56354,0
73811,0
41283,0
33967,1
22435,0
9353,0
54807,0
75901,0
41914,0
17060,0
45561,0
24048,0
62775,1
39411,1
49154,0
22705,0
26614,0
38144,0
51639,0
10144,0
34490,0
22893,0
15250,0
23874,0
9043,1
3937,0
61055,0
5386,0
68081,0
74681,0
26453,0
42635,0
19990,0
10449,1
4430,0
37553,1
57887,0
76140,0
76066,0
37404,0
44966,0
34098,1
28484,0
21492,0
23521,0
41127,0
760,0
52876,0
66262,0
35959,0
51892,1
31168,0
46180,0
3122,0
23395,0
2655,0
39204,0
46284,0
56990,0
64906,0
58195,0
21954,0
7931,0
11436,0
37336,0
62125,1
327,0
46285,0
7620,0
71292,0
49388,0
3956,0
54103,0
33034,0
71560,0
33360,0
36693,0
56534,0
23810,0
2180,0
38131,0
73668,0
3444,0
19891,0
73648,0
35458,0
300,0
34483,0
30821,0
29554,0
20276,0
52593,0
52905,0
9973,0
25978,1
10280,0
49713,0
23664,0
5482,0
44674,0
27474,0
15299,0
51855,0
56523,0
45294,1
17190,0
14271,1
5012,0
19074,0
76670,0
36170,0
68476,0
43933,0
15564,0
34250,0
1492,0
10062,0
72600,0
72786,0
45603,0
68419,0
63362,0
69231,0
49315,0
26625,0
5186,0
12923,0
51477,0
37784,0
37829,0
42266,0
24952,0
11225,0
18251,0
11663,0
69059,0
33267,0
25796,0
51805,1
13695,0
8036,0
23200,0
59106,0
23706,0
71624,1
51293,0
22146,0
49176,0
55857,0
57580,0
37563,0
28870,0
69573,0
12971,0
69162,0
56783,0
76379,0
61094,0
40054,0
40204,0
64496,0
48289,0
29581,0
67213,0
20291,0
6101,0
46438,0
4214,0
34871,1
15292,0
2733,0
21927,0
4129,0
42023,0
29561,0
56384,0
69605,0
16555,0
60205,1
56711,1
20787,0
7809,0
67686,0
56334,1
66557,0
73710,0
35096,0
8015,0
8802,0
67480,0
57041,0
54012,0
28061,0
70399,0
49413,0
19962,0
59312,0
57911,0
67986,0
8031,0
72956,1
62427,0
19495,1
10015,1
67324,1
59963,0
43335,0
43482,0
49205,0
21013,0
19848,0
30444,1
21177,0
10120,0
56380,0
24453,0
43749,0
43762,0
1038,0
34059,0
17535,0
58173,0
22516,0
71481,0
4814,0
27183,0
73375,0
28497,0
22772,0
24020,0
76303,0
33738,0
28488,0
28939,0
54566,0
61790,0
66621,0
35908,0
20540,0
17215,0
15489,0
38479,0
33364,0
17860,0
32691,0
46962,0
15380,0
39189,0
73803,0
63585,0
26645,0
67552,0
60952,0
12526,0
17597,0
44410,0
30904,0
47675,0
76491,0
76013,0
16819,0
50632,0
46025,0
10710,0
46270,0
7635,0
18069,0
26116,0
74719,0
71296,0
21534,0
36506,0
61750,0
64428,0
72632,0
73074,0
1950,0
17176,0
35730,0
2214,0
37924,0
66467,0
63502,0
37566,0
7414,0
70252,0
37228,0
45208,0
48113,0
25993,0
27147,0
14663,0
66186,0
60155,0
36949,0
3106,0
39505,0
9094,0
46007,0
6198,0
43571,0
69175,0
52604,0
18339,1
12604,0
4395,0
5978,0
2094,0
42548,1
31459,1
30753,0
987,0
28875,0
55657,0
9929,0
36877,0
50603,0
45794,0
37659,0
59,0
67292,0
32716,0
21869,0
58148,0
10820,0
42058,0
60387,1
51645,0
43070,0
37640,0
31644,0
55345,0
4036,0
6378,0
51878,0
13858,0
12460,0
3386,0
49660,0
45869,0
27735,0
27119,0
2809,0
63324,0
40957,0
67983,0
22018,0
11154,0
63658,0
75126,0
27697,0
13341,1
71852,0
70991,0
6973,0
60366,0
8499,0
25613,0
59477,0
60319,0
59352,0
20211,0
37353,1
26685,0
15045,0
50971,0
25598,0
55404,0
3910,1
66260,0
33175,0
34882,0
70970,1
42251,0
53516,0
4944,0
2413,0
46804,1
40670,0
35818,0
15770,0
16270,0
19142,0
20546,0
43559,0
64582,0
41120,0
71600,0
54530,1
23853,0
40487,0
54464,0
15793,0
73877,0
73858,0
7288,0
670,0
16294,0
74941,0
2303,0
68459,0
13795,0
47716,0
47724,0
55640,0
19637,0
70749,0
54663,0
38677,0
46824,0
55126,0
49920,0
34248,0
60913,0
64497,0
4693,0
21913,0
68114,1
7343,0
60920,0
61112,0
15553,0
24460,1
50491,0
9067,0
11685,0
37232,0
49561,0
36324,0
7887,0
14472,0
23992,0
56538,0
72774,0
43966,0
33696,0
31618,0
27344,0
76024,0
44572,0
3705,0
46551,0
27875,0
76148,0
14739,0
48745,0
24786,1
72451,0
5595,0
54102,0
46179,0
1027,0
28405,0
63108,0
28555,0
32688,0
45756,1
36743,0
2220,0
64517,1
27390,0
56418,0
48122,1
15865,0
32833,0
6638,0
6158,1
11381,0
69227,0
54391,0
21942,0
53676,0
11461,0
52484,1
56307,0
4003,0
68691,0
32940,0
19533,0
51058,0
47692,0
44413,0
17347,0
58000,0
24775,0
39263,0
13109,0
43307,0
18639,0
37695,0
6796,0
74981,0
18352,0
13794,0
61096,1
41164,0
68742,0
23027,0
51254,0
72412,0
60085,1
56481,0
66543,0
12014,0
51571,0
32503,0
56875,0
22538,0
29511,0
41053,0
35425,0
65759,0
7800,0
57589,0
76057,0
27364,0
65641,0
73063,0
48550,0
5396,1
61280,0
26705,0
20586,0
59365,0
21558,0
699,0
71262,0
23102,0
3357,0
31752,0
809,0
76317,0
61635,0
69020,0
37020,0
63619,0
52678,0
16652,0
7816,0
22433,0
46374,0
7096,0
694,0
10219,0
72500,0
63130,1
64753,0
34614,0
9578,0
58712,0
40744,0
40897,0
23509,0
47183,0
25966,0
43511,1
32787,0
51249,0
1968,0
63015,0
70798,0
23190,0
73421,0
11278,0
55154,0
2209,0
45399,0
24010,0
66195,0
